id,idx,expected,pred,level,ok,error,query
Q1546,120,4,4,SEQUENCE,1,,At what epoch does the dispatcher stabilize after the event begins?
Q0581,121,5,5,MICRO,1,,"After the accident, how confident is the dispatcher about Vehicle 4 at epoch 4?"
Q0586,122,5,5,MICRO,1,,"Given the accident, how confident is the system about Vehicle 4 at epoch 5?"
Q0591,123,5,5,MICRO,1,,"At epoch 6 after the crash, how confident is the dispatcher in V0?"
Q0596,124,5,5,MICRO,1,,"Post-accident, how confident is the dispatcher about V4 at epoch 4?"
Q0601,125,5,5,MICRO,1,,How confident is the dispatcher about assigning Vehicle 4 at epoch 5 given the blockage?
Q0606,126,5,5,MICRO,1,,"At epoch 6 after the accident, how confident is the system about V0?"
Q0611,127,5,5,MICRO,1,,"Given the accident, how sure is the dispatcher about V1 at epoch 7?"
Q0616,128,5,5,MICRO,1,,"Once travel times spiked, how confident is the dispatcher about V1 at epoch 8?"
Q1551,129,5,5,MICRO,1,,"After the accident, how confident is the dispatcher about assigning Vehicle 0 at epoch 9?"
Q1556,130,5,5,MICRO,1,,"After the crash, how confident is the system about its Vehicle 0 assignment at epoch 10?"
Q0541,131,5,5,MICRO,1,,"At epoch 1, how confident is the dispatcher about assigning Vehicle 4?"
Q0546,132,5,5,MICRO,1,,"At epoch 2, how confident is the system about its Vehicle 4 assignment?"
Q0551,133,5,5,MICRO,1,,How confident is the dispatcher about Vehicle 4 at epoch 3?
Q0556,134,5,5,MICRO,1,,"At epoch 4, how sure is the dispatcher about assigning V4?"
Q0561,135,5,5,MICRO,1,,"Under this traffic, how confident is the dispatcher about Vehicle 0 at epoch 5?"
Q0566,136,5,5,MICRO,1,,"At epoch 6, how confident is the dispatcher about Vehicle 3?"
Q0571,137,5,5,MICRO,1,,How confident is the system about assigning Vehicle 0 at epoch 7?
Q0576,138,5,5,MICRO,1,,"At epoch 8, how confident is the dispatcher in its assignment of V0?"
Q1391,139,5,-1,,0,,"At epoch 8, how confident is the dispatcher?"
Q1561,140,5,5,MICRO,1,,"At epoch 10, how confident is the system about Vehicle 0?"
Q0621,141,5,5,MICRO,1,,"During the event, how confident is the dispatcher about Vehicle 3 at epoch 4?"
Q0626,142,5,5,MICRO,1,,"At epoch 5 during the concert, how sure is the system about Vehicle 2?"
Q0631,143,5,5,MICRO,1,,"With the event congestion, how confident is the dispatcher about V0 at epoch 6?"
Q0636,144,5,5,MICRO,1,,"At epoch 4 during the stadium event, how confident is the system about V3?"
Q0641,145,5,5,MICRO,1,,"Given the event, how sure is the dispatcher about Vehicle 2 at epoch 5?"
Q0646,146,5,5,MICRO,1,,"During the event, how confident is the system about V0 at epoch 6?"
Q0651,147,5,5,MICRO,1,,"At epoch 7 with the event ongoing, how confident is the dispatcher about V0?"
Q0656,148,5,5,MICRO,1,,"Once the event peaked, how sure is the dispatcher about Vehicle 1 at epoch 8?"
Q1566,149,5,5,MICRO,1,,"During the event, how confident is the dispatcher about Vehicle 1 at epoch 9?"
Q1571,150,5,5,MICRO,1,,"At epoch 10 during the event, how sure is the system about Vehicle 3?"
Q1051,151,12,12,MICRO,1,,How did the event affect assignment at epoch 4?
Q1056,152,12,12,MICRO,1,,"At epoch 5, how did the event change the assignment decision?"
Q1061,153,12,12,SEQUENCE,1,,What effect did the event have on assignment at epoch 6?
Q1066,154,12,12,MICRO,1,,How did the stadium event change the assignment at epoch 4?
Q1071,155,12,12,MICRO,1,,"At epoch 5, how was the assignment shaped by the event?"
Q1076,156,12,12,MICRO,1,,"Once the concert started, how did it affect the assignment at epoch 6?"
Q1081,157,12,12,MICRO,1,,How did the event influence assignment at epoch 7?
Q1086,158,12,12,SEQUENCE,1,,"At epoch 8, how did event-induced congestion impact the assignment?"
Q1091,159,12,12,SEQUENCE,1,,How did the event's impact change what vehicle was chosen at epoch 9?
Q1096,160,12,12,MICRO,1,,What effect did the event have on the assignment outcome at epoch 10?
Q1101,161,12,12,MICRO,1,,"At epoch 4, how did the event shift which vehicle got assigned?"
Q1106,162,12,12,MICRO,1,,How did the event's congestion change the assignment at epoch 5?
Q1111,163,12,12,MICRO,1,,"During the event, how was the assignment at epoch 6 different?"
Q1116,164,12,12,MICRO,1,,How did event congestion play into the assignment at epoch 4?
Q1121,165,12,12,MICRO,1,,What was the event's impact on the assignment at epoch 5?
Q1126,166,12,12,MICRO,1,,"At epoch 6, once the event peaked, how did it affect assignment?"
Q1131,167,12,12,MICRO,1,,"During the stadium event, how was the assignment at epoch 7 different?"
Q1136,168,12,12,MICRO,1,,How did event-driven traffic reshape the assignment at epoch 8?
Q1141,169,12,12,MICRO,1,,How did the event affect which vehicle was picked at epoch 9?
Q1146,170,12,12,MICRO,1,,"At epoch 10, how did the event change the dispatcher's behavior?"
Q1396,171,12,12,MICRO,1,,"At epoch 4 during the event, how much did congestion from the event change the assignment?"
Q1576,172,12,12,MICRO,1,,"At epoch 5, what impact did the event have on the assignment?"
Q1581,173,12,12,MICRO,1,,"At epoch 6, how did event congestion reshape the assignment?"
Q1586,174,12,12,MICRO,1,,"At epoch 4, how did the event's onset shift the assignment?"
Q1591,175,12,12,MICRO,1,,How did the stadium event change the assignment at epoch 5?
Q1596,176,12,12,MICRO,1,,"At epoch 6, how did event-driven congestion affect the assignment decision?"
Q1601,177,12,12,MICRO,1,,"At epoch 7, how did the event's impact reshape vehicle selection?"
Q1606,178,12,12,MICRO,1,,How did concert traffic alter the assignment at epoch 8?
Q1611,179,12,12,MICRO,1,,"At epoch 9, how did the event shape the assignment outcome?"
Q1616,180,12,12,MICRO,1,,"At epoch 10, how did the event reshape the assignment decision?"
Q1271,181,15,15,MICRO,1,,"At event epoch 4, how much does congestion affect assigned timing?"
Q1276,182,15,15,MICRO,1,,How much delay does event congestion add to assigned timing at epoch 5?
Q1281,183,15,15,MICRO,1,,"At epoch 6 during the event, how much does congestion slow the assigned vehicle?"
Q1286,184,15,15,MICRO,1,,How big is the congestion impact on assigned timing at event epoch 4?
Q1291,185,15,15,MICRO,1,,"During the event, how much extra time does congestion add at epoch 5?"
Q1296,186,15,15,MICRO,1,,"At event epoch 6, how much does congestion lengthen the assigned vehicle's timing?"
Q1301,187,15,15,MICRO,1,,How much does congestion from the event delay assigned timing at epoch 7?
Q1306,188,15,15,MICRO,1,,"During the event at epoch 8, how much does congestion push back assigned timing?"
Q1311,189,15,15,MICRO,1,,"At event epoch 9, how much does traffic congestion affect the assigned vehicle's timing?"
Q1316,190,15,15,MICRO,1,,How large is congestion's effect on assigned timing at event epoch 10?
Q1321,191,15,15,MICRO,1,,"At event epoch 4, how much does the event's congestion slow the assigned van?"
Q1326,192,15,15,MICRO,1,,"During the event, how much does congestion extend assigned pickup/dropoff timing at epoch 5?"
Q1331,193,15,15,MICRO,1,,How much of the assigned vehicle's delay comes from event congestion at epoch 6?
Q1336,194,15,15,SEQUENCE,1,,"At event epoch 4, how much does congestion hurt assigned timing?"
Q1341,195,15,15,MICRO,1,,"During the event at epoch 5, how much additional delay does congestion cause for the assigned vehicle?"
Q1346,196,15,15,MICRO,1,,How much does event-induced congestion slow the assigned vehicle at epoch 6?
Q1351,197,15,15,MICRO,1,,"At event epoch 7, how much does congestion add to assigned travel time?"
Q1356,198,15,15,MICRO,1,,How much does congestion stretch assigned vehicle timing at event epoch 8?
Q1361,199,15,15,MICRO,1,,"At event epoch 9, how much does congestion impact the assigned vehicle's pickup time?"
Q1366,200,15,15,MICRO,1,,"During the event's peak at epoch 10, how much does congestion delay the assigned van?"
Q1621,201,15,15,MICRO,1,,"At event epoch 4, how much delay does congestion cause for assigned timing?"
Q1626,202,15,15,MICRO,1,,How much does event congestion slow the assigned vehicle at epoch 5?
Q1631,203,15,15,MICRO,1,,"At epoch 6, how much extra travel time does event congestion add to the assigned?"
Q1636,204,15,15,MICRO,1,,How much additional delay does the event bring to assigned timing at epoch 4?
Q1641,205,15,15,MICRO,1,,"At event epoch 5, what's the congestion impact on assigned timing?"
Q1646,206,15,15,MICRO,1,,How long does event congestion delay the assigned vehicle at epoch 6?
Q1651,207,15,15,MICRO,1,,"At epoch 7, how much is assigned timing affected by event congestion?"
Q1656,208,15,15,MICRO,1,,How much extra time does event congestion add to assigned service at epoch 8?
Q1661,209,15,15,MICRO,1,,"At event epoch 9, how much delay comes from congestion for the assigned vehicle?"
Q1666,210,15,15,MICRO,1,,How much slower is the assigned vehicle due to event congestion at epoch 10?
Q1191,211,26,26,MICRO,1,,"At request 4 after the crash, how do traffic and route burden affect assigned vs closest timing?"
Q1196,212,26,26,MICRO,1,,"Given the accident, how do traffic and route load impact assigned vs closest timing at request 5?"
Q1201,213,26,26,MICRO,1,,"After the accident, at request 6, how do traffic and route burden shape the gap in assigned vs closest timing?"
Q1206,214,26,26,MICRO,1,,"With travel times spiked, at request 4, how do traffic and route burden affect assigned vs closest timing?"
Q1211,215,26,1,MICRO,0,,"At request 5 post-accident, how do traffic and route burden affect assigned vs closest timing?"
Q1216,216,26,26,MICRO,1,,"After the road was blocked, at request 6, how do traffic and burden affect assigned vs closest timing?"
Q1221,217,26,26,MICRO,1,,"Given the crash, how do traffic and route burden shape assigned vs closest timing at request 7?"
Q1226,218,26,26,MICRO,1,,"Once travel times stabilized, how do traffic and route burden affect assigned vs closest timing at request 8?"
Q1671,219,26,26,MICRO,1,,"At request 9, how much later is the assigned vehicle's ETA than the closest's after the accident?"
Q1676,220,26,26,MICRO,1,,How much longer will the assigned vehicle take vs the closest at request 10 after the crash?
Q1151,221,26,1,MICRO,0,,"At request 1, how do traffic and route burden affect the assigned vs closest vehicle's timing?"
Q1156,222,26,26,MICRO,1,,How do traffic and route load shape timing differences between assigned and closest vehicles at request 2?
Q1161,223,26,26,MICRO,1,,"At request 3, how does traffic and route burden influence assigned and closest vehicle timing?"
Q1166,224,26,26,MICRO,1,,How do current traffic and route load affect assigned vs closest timing at request 4?
Q1171,225,26,26,MICRO,1,,"At request 5, how do traffic and route burden shape assigned and closest service timing?"
Q1176,226,26,26,MICRO,1,,"At request 6, how do traffic and burden from pending routes affect timing between assigned and closest?"
Q1181,227,26,26,MICRO,1,,How do traffic and route load affect timing at request 7 for assigned and closest vans?
Q1186,228,26,26,MICRO,1,,"At request 8, how do traffic and route burden shift timing between the assigned and closest?"
Q1681,229,26,26,MICRO,1,,"At request 9, how much later will the assigned arrive than the closest?"
Q1686,230,26,26,MICRO,1,,"At request 10, how big is the ETA gap between assigned and closest vehicles?"
Q1231,231,26,26,MICRO,1,,"During the event at request 4, how do traffic and route burden affect assigned vs closest timing?"
Q1236,232,26,26,MICRO,1,,"With event congestion, how do traffic and route burden impact assigned vs closest timing at request 5?"
Q1241,233,26,26,MICRO,1,,"During the concert, how do traffic and route load affect assigned vs closest timing at request 6?"
Q1246,234,26,26,MICRO,1,,"At request 4 with the event, how do traffic and burden shape assigned vs closest timing?"
Q1251,235,26,26,MICRO,1,,"Given event-induced delays, at request 5, how do traffic and route burden affect assigned vs closest timing?"
Q1256,236,26,26,MICRO,1,,"During the stadium event, how do traffic and route load affect assigned vs closest timing at request 6?"
Q1261,237,26,26,MICRO,1,,"With the event at request 7, how do traffic and route burden affect assigned vs closest timing?"
Q1266,238,26,26,MICRO,1,,"Given concert traffic, how do traffic and burden shape assigned vs closest timing at request 8?"
Q1691,239,26,26,MICRO,1,,"With the event, how much later is the assigned ETA vs the closest at request 9?"
Q1696,240,26,26,MICRO,1,,"At request 10 during the event, how much does the assigned lag behind the closest?"
