id,idx,expected,pred,level,ok,error,query
Q0021_p4,55,1,1,MICRO,1,,Could you clarify the dispatch rationale here: Why was Vehicle 4 picked over Vehicle 0 at request 1?
Q0036,56,1,1,MICRO,1,,Why did Vehicle 4 get request 2 instead of Vehicle 0?
Q0036_p1,57,1,1,MICRO,1,,Can you explain this dispatch decision: Why did Vehicle 4 get request 2 instead of Vehicle 0?
Q0036_p2,58,1,1,MICRO,1,,"In operational terms, why did Vehicle 4 get request 2 instead of Vehicle 0?"
Q0036_p3,59,1,1,MICRO,1,,What is the reason behind this: Why did Vehicle 4 get request 2 instead of Vehicle 0?
Q0036_p4,60,1,1,MICRO,1,,Could you clarify the dispatch rationale here: Why did Vehicle 4 get request 2 instead of Vehicle 0?
Q0686,61,1,1,MICRO,1,,"At epoch 3, why didn't the closest vehicle get request 3?"
Q0686_p1,62,1,1,MICRO,1,,"Can you explain this dispatch decision: At epoch 3, why didn't the closest vehicle get request 3?"
Q0686_p2,63,1,1,MICRO,1,,"In operational terms, at epoch 3, why didn't the closest vehicle get request 3?"
Q0686_p3,64,1,1,MICRO,1,,"What is the reason behind this: At epoch 3, why didn't the closest vehicle get request 3?"
Q0686_p4,65,1,1,MICRO,1,,"Could you clarify the dispatch rationale here: At epoch 3, why didn't the closest vehicle get request 3?"
Q0701,66,1,1,MICRO,1,,"Under this traffic, why didn't the closest vehicle handle request 4 at epoch 4?"
Q0701_p1,67,1,1,MICRO,1,,"Can you explain this dispatch decision: Under this traffic, why didn't the closest vehicle handle request 4 at epoch 4?"
Q0701_p2,68,1,1,MICRO,1,,"In operational terms, under this traffic, why didn't the closest vehicle handle request 4 at epoch 4?"
Q0701_p3,69,1,1,MICRO,1,,"What is the reason behind this: Under this traffic, why didn't the closest vehicle handle request 4 at epoch 4?"
Q0701_p4,70,1,1,MICRO,1,,"Could you clarify the dispatch rationale here: Under this traffic, why didn't the closest vehicle handle request 4 at epoch 4?"
Q0811,71,1,1,MICRO,1,,How do Vehicle 0 and Vehicle 4 compare on delay risk at request 5?
Q0811_p1,72,1,1,MICRO,1,,Can you explain this dispatch decision: How do Vehicle 0 and Vehicle 4 compare on delay risk at request 5?
Q0811_p2,73,1,1,MICRO,1,,"In operational terms, how do Vehicle 0 and Vehicle 4 compare on delay risk at request 5?"
Q0811_p3,74,1,1,MICRO,1,,What is the reason behind this: How do Vehicle 0 and Vehicle 4 compare on delay risk at request 5?
Q0811_p4,75,1,1,MICRO,1,,Could you clarify the dispatch rationale here: How do Vehicle 0 and Vehicle 4 compare on delay risk at request 5?
Q0931,76,1,1,MICRO,1,,Why was a farther vehicle chosen at request 6?
Q0931_p1,77,1,1,MICRO,1,,Can you explain this dispatch decision: Why was a farther vehicle chosen at request 6?
Q0931_p2,78,1,1,MICRO,1,,"In operational terms, why was a farther vehicle chosen at request 6?"
Q0931_p3,79,1,1,MICRO,1,,What is the reason behind this: Why was a farther vehicle chosen at request 6?
Q0931_p4,80,1,1,MICRO,1,,Could you clarify the dispatch rationale here: Why was a farther vehicle chosen at request 6?
Q0941,81,1,1,MICRO,1,,Why did the dispatcher choose a farther van over a closer one at request 7?
Q0941_p1,82,1,1,MICRO,1,,Can you explain this dispatch decision: Why did the dispatcher choose a farther van over a closer one at request 7?
Q0941_p2,83,1,1,MICRO,1,,"In operational terms, why did the dispatcher choose a farther van over a closer one at request 7?"
Q0941_p3,84,1,1,MICRO,1,,What is the reason behind this: Why did the dispatcher choose a farther van over a closer one at request 7?
Q0941_p4,85,1,1,MICRO,1,,Could you clarify the dispatch rationale here: Why did the dispatcher choose a farther van over a closer one at request 7?
Q0956,86,1,1,MICRO,1,,"At request 8, why was the farther vehicle selected?"
Q0956_p1,87,1,1,MICRO,1,,"Can you explain this dispatch decision: At request 8, why was the farther vehicle selected?"
Q0956_p2,88,1,1,MICRO,1,,"In operational terms, at request 8, why was the farther vehicle selected?"
Q0956_p3,89,1,1,MICRO,1,,"What is the reason behind this: At request 8, why was the farther vehicle selected?"
Q0956_p4,90,1,1,MICRO,1,,"Could you clarify the dispatch rationale here: At request 8, why was the farther vehicle selected?"
Q0961,91,1,1,MICRO,1,,Why did the system go with a farther van for request 9?
Q0961_p1,92,1,1,MICRO,1,,Can you explain this dispatch decision: Why did the system go with a farther van for request 9?
Q0961_p2,93,1,1,MICRO,1,,"In operational terms, why did the system go with a farther van for request 9?"
Q0961_p3,94,1,1,MICRO,1,,What is the reason behind this: Why did the system go with a farther van for request 9?
Q0961_p4,95,1,1,MICRO,1,,Could you clarify the dispatch rationale here: Why did the system go with a farther van for request 9?
Q1401,96,1,1,MICRO,1,,"At request 10, why wasn't the closest vehicle assigned?"
Q1401_p1,97,1,1,MICRO,1,,"Can you explain this dispatch decision: At request 10, why wasn't the closest vehicle assigned?"
Q1401_p2,98,1,1,MICRO,1,,"In operational terms, at request 10, why wasn't the closest vehicle assigned?"
Q1401_p3,99,1,1,MICRO,1,,"What is the reason behind this: At request 10, why wasn't the closest vehicle assigned?"
Q1401_p4,100,1,1,MICRO,1,,"Could you clarify the dispatch rationale here: At request 10, why wasn't the closest vehicle assigned?"
Q0101,101,1,1,MICRO,1,,"During the event, why was Vehicle 3 chosen over Vehicle 1 for request 4?"
Q0101_p1,102,1,1,MICRO,1,,"Can you explain this dispatch decision: During the event, why was Vehicle 3 chosen over Vehicle 1 for request 4?"
Q0101_p2,103,1,1,MICRO,1,,"In operational terms, during the event, why was Vehicle 3 chosen over Vehicle 1 for request 4?"
Q0101_p3,104,1,1,MICRO,1,,"What is the reason behind this: During the event, why was Vehicle 3 chosen over Vehicle 1 for request 4?"
Q0101_p4,105,1,1,MICRO,1,,"Could you clarify the dispatch rationale here: During the event, why was Vehicle 3 chosen over Vehicle 1 for request 4?"
Q0111,106,1,1,MICRO,1,,"During the stadium event, why was V2 assigned request 5 and not V0?"
Q0111_p1,107,1,1,MICRO,1,,"Can you explain this dispatch decision: During the stadium event, why was V2 assigned request 5 and not V0?"
Q0111_p2,108,1,1,MICRO,1,,"In operational terms, during the stadium event, why was V2 assigned request 5 and not V0?"
Q0111_p3,109,1,1,MICRO,1,,"What is the reason behind this: During the stadium event, why was V2 assigned request 5 and not V0?"
Q0111_p4,110,1,1,MICRO,1,,"Could you clarify the dispatch rationale here: During the stadium event, why was V2 assigned request 5 and not V0?"
Q0766,111,1,1,MICRO,1,,Why didn't the closest vehicle get request 6 at epoch 6 with the concert on?
Q0766_p1,112,1,1,MICRO,1,,Can you explain this dispatch decision: Why didn't the closest vehicle get request 6 at epoch 6 with the concert on?
Q0766_p2,113,1,1,MICRO,1,,"In operational terms, why didn't the closest vehicle get request 6 at epoch 6 with the concert on?"
Q0766_p3,114,1,1,MICRO,1,,What is the reason behind this: Why didn't the closest vehicle get request 6 at epoch 6 with the concert on?
Q0766_p4,115,1,1,MICRO,1,,Could you clarify the dispatch rationale here: Why didn't the closest vehicle get request 6 at epoch 6 with the concert on?
Q0786,116,1,1,MICRO,1,,Why wasn't the closest vehicle chosen for request 4 at epoch 4 during the event?
Q0786_p1,117,1,1,MICRO,1,,Can you explain this dispatch decision: Why wasn't the closest vehicle chosen for request 4 at epoch 4 during the event?
Q0786_p2,118,1,1,MICRO,1,,"In operational terms, why wasn't the closest vehicle chosen for request 4 at epoch 4 during the event?"
Q0786_p3,119,1,1,MICRO,1,,What is the reason behind this: Why wasn't the closest vehicle chosen for request 4 at epoch 4 during the event?
Q0786_p4,120,1,1,MICRO,1,,Could you clarify the dispatch rationale here: Why wasn't the closest vehicle chosen for request 4 at epoch 4 during the event?
Q0896,121,1,1,MICRO,1,,"With event congestion, how does V2 compare to V0 at request 5?"
Q0896_p1,122,1,1,MICRO,1,,"Can you explain this dispatch decision: With event congestion, how does V2 compare to V0 at request 5?"
Q0896_p2,123,1,1,MICRO,1,,"In operational terms, with event congestion, how does V2 compare to V0 at request 5?"
Q0896_p3,124,1,1,MICRO,1,,"What is the reason behind this: With event congestion, how does V2 compare to V0 at request 5?"
Q0896_p4,125,1,1,MICRO,1,,"Could you clarify the dispatch rationale here: With event congestion, how does V2 compare to V0 at request 5?"
Q0911,126,1,1,MICRO,1,,"Given the stadium event, how does V0 stack up against V3 at request 6?"
Q0911_p1,127,1,1,MICRO,1,,"Can you explain this dispatch decision: Given the stadium event, how does V0 stack up against V3 at request 6?"
Q0911_p2,128,1,1,MICRO,1,,"In operational terms, given the stadium event, how does V0 stack up against V3 at request 6?"
Q0911_p3,129,1,1,MICRO,1,,"What is the reason behind this: Given the stadium event, how does V0 stack up against V3 at request 6?"
Q0911_p4,130,1,1,MICRO,1,,"Could you clarify the dispatch rationale here: Given the stadium event, how does V0 stack up against V3 at request 6?"
Q0916,131,1,1,MICRO,1,,"At request 7 with the event, compare Vehicle 0 and Vehicle 1 on risk."
Q0916_p1,132,1,1,MICRO,1,,"Can you explain this dispatch decision: At request 7 with the event, compare Vehicle 0 and Vehicle 1 on risk."
Q0916_p2,133,1,1,MICRO,1,,"In operational terms, at request 7 with the event, compare Vehicle 0 and Vehicle 1 on risk."
Q0916_p3,134,1,1,MICRO,1,,"What is the reason behind this: At request 7 with the event, compare Vehicle 0 and Vehicle 1 on risk."
Q0916_p4,135,1,1,MICRO,1,,"Could you clarify the dispatch rationale here: At request 7 with the event, compare Vehicle 0 and Vehicle 1 on risk."
Q0921,136,1,1,MICRO,1,,"During the event, what's the risk comparison between V1 and V0 for request 8?"
Q0921_p1,137,1,1,MICRO,1,,"Can you explain this dispatch decision: During the event, what's the risk comparison between V1 and V0 for request 8?"
Q0921_p2,138,1,1,MICRO,1,,"In operational terms, during the event, what's the risk comparison between V1 and V0 for request 8?"
Q0921_p3,139,1,1,MICRO,1,,"What is the reason behind this: During the event, what's the risk comparison between V1 and V0 for request 8?"
Q0921_p4,140,1,1,MICRO,1,,"Could you clarify the dispatch rationale here: During the event, what's the risk comparison between V1 and V0 for request 8?"
Q0926,141,1,1,MICRO,1,,"Given the event delays, how do V1 and V0 compare on delay at request 9?"
Q0926_p1,142,1,1,MICRO,1,,"Can you explain this dispatch decision: Given the event delays, how do V1 and V0 compare on delay at request 9?"
Q0926_p2,143,1,1,MICRO,1,,"In operational terms, given the event delays, how do V1 and V0 compare on delay at request 9?"
Q0926_p3,144,1,1,MICRO,1,,"What is the reason behind this: Given the event delays, how do V1 and V0 compare on delay at request 9?"
Q0926_p4,145,1,1,MICRO,1,,"Could you clarify the dispatch rationale here: Given the event delays, how do V1 and V0 compare on delay at request 9?"
Q1041,146,1,1,MICRO,1,,"During event-induced delays, why was a farther vehicle picked for request 10?"
Q1041_p1,147,1,1,MICRO,1,,"Can you explain this dispatch decision: During event-induced delays, why was a farther vehicle picked for request 10?"
Q1041_p2,148,1,1,MICRO,1,,"In operational terms, during event-induced delays, why was a farther vehicle picked for request 10?"
Q1041_p3,149,1,1,MICRO,1,,"What is the reason behind this: During event-induced delays, why was a farther vehicle picked for request 10?"
Q1041_p4,150,1,1,MICRO,1,,"Could you clarify the dispatch rationale here: During event-induced delays, why was a farther vehicle picked for request 10?"
Q0201,151,2,2,MICRO,1,,"After the accident at epoch 4, which vehicle is most reliable?"
Q0201_p1,152,2,2,MICRO,1,,"Can you explain this dispatch decision: After the accident at epoch 4, which vehicle is most reliable?"
Q0201_p2,153,2,2,MICRO,1,,"In operational terms, after the accident at epoch 4, which vehicle is most reliable?"
Q0201_p3,154,2,2,MICRO,1,,"What is the reason behind this: After the accident at epoch 4, which vehicle is most reliable?"
Q0201_p4,155,2,2,MICRO,1,,"Could you clarify the dispatch rationale here: After the accident at epoch 4, which vehicle is most reliable?"
Q0206,156,2,2,MICRO,1,,"At epoch 5, once the accident hit, which vehicle is most reliable?"
Q0206_p1,157,2,2,MICRO,1,,"Can you explain this dispatch decision: At epoch 5, once the accident hit, which vehicle is most reliable?"
Q0206_p2,158,2,2,MICRO,1,,"In operational terms, at epoch 5, once the accident hit, which vehicle is most reliable?"
Q0206_p3,159,2,2,MICRO,1,,"What is the reason behind this: At epoch 5, once the accident hit, which vehicle is most reliable?"
Q0206_p4,160,2,2,MICRO,1,,"Could you clarify the dispatch rationale here: At epoch 5, once the accident hit, which vehicle is most reliable?"
Q0211,161,2,2,MICRO,1,,Which vehicle is most reliable at epoch 6 given the accident?
Q0211_p1,162,2,12,MICRO,0,,Can you explain this dispatch decision: Which vehicle is most reliable at epoch 6 given the accident?
Q0211_p2,163,2,2,MICRO,1,,"In operational terms, which vehicle is most reliable at epoch 6 given the accident?"
Q0211_p3,164,2,2,MICRO,1,,What is the reason behind this: Which vehicle is most reliable at epoch 6 given the accident?
Q0211_p4,165,2,2,MICRO,1,,Could you clarify the dispatch rationale here: Which vehicle is most reliable at epoch 6 given the accident?
Q0216,166,2,2,MICRO,1,,"After the road blockage at epoch 4, which vehicle is most reliable?"
Q0216_p1,167,2,2,MICRO,1,,"Can you explain this dispatch decision: After the road blockage at epoch 4, which vehicle is most reliable?"
Q0216_p2,168,2,2,MICRO,1,,"In operational terms, after the road blockage at epoch 4, which vehicle is most reliable?"
Q0216_p3,169,2,2,MICRO,1,,"What is the reason behind this: After the road blockage at epoch 4, which vehicle is most reliable?"
Q0216_p4,170,2,2,MICRO,1,,"Could you clarify the dispatch rationale here: After the road blockage at epoch 4, which vehicle is most reliable?"
Q0221,171,2,2,MICRO,1,,"At epoch 5 after the crash, which van offers the most reliable service?"
Q0221_p1,172,2,2,MICRO,1,,"Can you explain this dispatch decision: At epoch 5 after the crash, which van offers the most reliable service?"
Q0221_p2,173,2,2,MICRO,1,,"In operational terms, at epoch 5 after the crash, which van offers the most reliable service?"
Q0221_p3,174,2,2,MICRO,1,,"What is the reason behind this: At epoch 5 after the crash, which van offers the most reliable service?"
Q0221_p4,175,2,2,MICRO,1,,"Could you clarify the dispatch rationale here: At epoch 5 after the crash, which van offers the most reliable service?"
Q0226,176,2,2,MICRO,1,,"With the travel times spiked by the accident, which vehicle is most reliable at epoch 6?"
Q0226_p1,177,2,2,MICRO,1,,"Can you explain this dispatch decision: With the travel times spiked by the accident, which vehicle is most reliable at epoch 6?"
Q0226_p2,178,2,2,MICRO,1,,"In operational terms, with the travel times spiked by the accident, which vehicle is most reliable at epoch 6?"
Q0226_p3,179,2,2,MICRO,1,,"What is the reason behind this: With the travel times spiked by the accident, which vehicle is most reliable at epoch 6?"
Q0226_p4,180,2,2,MICRO,1,,"Could you clarify the dispatch rationale here: With the travel times spiked by the accident, which vehicle is most reliable at epoch 6?"
Q0231,181,2,2,MICRO,1,,"At epoch 7 post-accident, which vehicle is the most reliable?"
Q0231_p1,182,2,2,MICRO,1,,"Can you explain this dispatch decision: At epoch 7 post-accident, which vehicle is the most reliable?"
Q0231_p2,183,2,2,MICRO,1,,"In operational terms, at epoch 7 post-accident, which vehicle is the most reliable?"
Q0231_p3,184,2,2,MICRO,1,,"What is the reason behind this: At epoch 7 post-accident, which vehicle is the most reliable?"
Q0231_p4,185,2,2,MICRO,1,,"Could you clarify the dispatch rationale here: At epoch 7 post-accident, which vehicle is the most reliable?"
Q0236,186,2,2,MICRO,1,,"After the accident, which vehicle offers the most dependable service at epoch 8?"
Q0236_p1,187,2,2,MICRO,1,,"Can you explain this dispatch decision: After the accident, which vehicle offers the most dependable service at epoch 8?"
Q0236_p2,188,2,2,MICRO,1,,"In operational terms, after the accident, which vehicle offers the most dependable service at epoch 8?"
Q0236_p3,189,2,2,MICRO,1,,"What is the reason behind this: After the accident, which vehicle offers the most dependable service at epoch 8?"
Q0236_p4,190,2,2,MICRO,1,,"Could you clarify the dispatch rationale here: After the accident, which vehicle offers the most dependable service at epoch 8?"
Q0241,191,2,2,MICRO,1,,Which vehicle is most reliable at epoch 9 once travel times stabilized after the crash?
Q0241_p1,192,2,2,MICRO,1,,Can you explain this dispatch decision: Which vehicle is most reliable at epoch 9 once travel times stabilized after the crash?
Q0241_p2,193,2,2,MICRO,1,,"In operational terms, which vehicle is most reliable at epoch 9 once travel times stabilized after the crash?"
Q0241_p3,194,2,2,MICRO,1,,What is the reason behind this: Which vehicle is most reliable at epoch 9 once travel times stabilized after the crash?
Q0241_p4,195,2,2,MICRO,1,,Could you clarify the dispatch rationale here: Which vehicle is most reliable at epoch 9 once travel times stabilized after the crash?
Q0246,196,2,2,MICRO,1,,"At epoch 10 after the road closure, which vehicle is most reliable?"
Q0246_p1,197,2,2,MICRO,1,,"Can you explain this dispatch decision: At epoch 10 after the road closure, which vehicle is most reliable?"
Q0246_p2,198,2,2,MICRO,1,,"In operational terms, at epoch 10 after the road closure, which vehicle is most reliable?"
Q0246_p3,199,2,2,MICRO,1,,"What is the reason behind this: At epoch 10 after the road closure, which vehicle is most reliable?"
Q0246_p4,200,2,2,MICRO,1,,"Could you clarify the dispatch rationale here: At epoch 10 after the road closure, which vehicle is most reliable?"
Q0151,201,2,2,MICRO,1,,"At epoch 1, which vehicle is most reliable?"
Q0151_p1,202,2,2,MICRO,1,,"Can you explain this dispatch decision: At epoch 1, which vehicle is most reliable?"
Q0151_p2,203,2,2,MICRO,1,,"In operational terms, at epoch 1, which vehicle is most reliable?"
Q0151_p3,204,2,2,MICRO,1,,"What is the reason behind this: At epoch 1, which vehicle is most reliable?"
Q0151_p4,205,2,2,MICRO,1,,"Could you clarify the dispatch rationale here: At epoch 1, which vehicle is most reliable?"
Q0156,206,2,2,MICRO,1,,"At epoch 2, which vehicle offers the most dependable service?"
Q0156_p1,207,2,2,MICRO,1,,"Can you explain this dispatch decision: At epoch 2, which vehicle offers the most dependable service?"
Q0156_p2,208,2,2,MICRO,1,,"In operational terms, at epoch 2, which vehicle offers the most dependable service?"
Q0156_p3,209,2,2,MICRO,1,,"What is the reason behind this: At epoch 2, which vehicle offers the most dependable service?"
Q0156_p4,210,2,2,MICRO,1,,"Could you clarify the dispatch rationale here: At epoch 2, which vehicle offers the most dependable service?"
Q0161,211,2,2,MICRO,1,,Which vehicle has the best reliability at epoch 3?
Q0161_p1,212,2,2,MICRO,1,,Can you explain this dispatch decision: Which vehicle has the best reliability at epoch 3?
Q0161_p2,213,2,2,MICRO,1,,"In operational terms, which vehicle has the best reliability at epoch 3?"
Q0161_p3,214,2,2,MICRO,1,,What is the reason behind this: Which vehicle has the best reliability at epoch 3?
Q0161_p4,215,2,2,MICRO,1,,Could you clarify the dispatch rationale here: Which vehicle has the best reliability at epoch 3?
Q0166,216,2,2,MICRO,1,,"At epoch 4, which vehicle is performing most reliably?"
Q0166_p1,217,2,2,MICRO,1,,"Can you explain this dispatch decision: At epoch 4, which vehicle is performing most reliably?"
Q0166_p2,218,2,2,MICRO,1,,"In operational terms, at epoch 4, which vehicle is performing most reliably?"
Q0166_p3,219,2,2,MICRO,1,,"What is the reason behind this: At epoch 4, which vehicle is performing most reliably?"
Q0166_p4,220,2,2,MICRO,1,,"Could you clarify the dispatch rationale here: At epoch 4, which vehicle is performing most reliably?"
Q0171,221,2,2,MICRO,1,,"Under this traffic, which vehicle is most reliable at epoch 5?"
Q0171_p1,222,2,2,MICRO,1,,"Can you explain this dispatch decision: Under this traffic, which vehicle is most reliable at epoch 5?"
Q0171_p2,223,2,2,MICRO,1,,"In operational terms, under this traffic, which vehicle is most reliable at epoch 5?"
Q0171_p3,224,2,2,MICRO,1,,"What is the reason behind this: Under this traffic, which vehicle is most reliable at epoch 5?"
Q0171_p4,225,2,2,MICRO,1,,"Could you clarify the dispatch rationale here: Under this traffic, which vehicle is most reliable at epoch 5?"
Q0176,226,2,2,MICRO,1,,"At epoch 6, which vehicle has the best service reliability?"
Q0176_p1,227,2,2,MICRO,1,,"Can you explain this dispatch decision: At epoch 6, which vehicle has the best service reliability?"
Q0176_p2,228,2,2,MICRO,1,,"In operational terms, at epoch 6, which vehicle has the best service reliability?"
Q0176_p3,229,2,2,MICRO,1,,"What is the reason behind this: At epoch 6, which vehicle has the best service reliability?"
Q0176_p4,230,2,2,MICRO,1,,"Could you clarify the dispatch rationale here: At epoch 6, which vehicle has the best service reliability?"
Q0181,231,2,2,MICRO,1,,Which vehicle is most dependable at epoch 7?
Q0181_p1,232,2,2,MICRO,1,,Can you explain this dispatch decision: Which vehicle is most dependable at epoch 7?
Q0181_p2,233,2,2,MICRO,1,,"In operational terms, which vehicle is most dependable at epoch 7?"
Q0181_p3,234,2,2,MICRO,1,,What is the reason behind this: Which vehicle is most dependable at epoch 7?
Q0181_p4,235,2,2,MICRO,1,,Could you clarify the dispatch rationale here: Which vehicle is most dependable at epoch 7?
Q0186,236,2,2,MICRO,1,,"At epoch 8, which vehicle's service is most reliable?"
Q0186_p1,237,2,2,MICRO,1,,"Can you explain this dispatch decision: At epoch 8, which vehicle's service is most reliable?"
Q0186_p2,238,2,2,MICRO,1,,"In operational terms, at epoch 8, which vehicle's service is most reliable?"
Q0186_p3,239,2,2,MICRO,1,,"What is the reason behind this: At epoch 8, which vehicle's service is most reliable?"
Q0186_p4,240,2,2,MICRO,1,,"Could you clarify the dispatch rationale here: At epoch 8, which vehicle's service is most reliable?"
Q0191,241,2,2,MICRO,1,,"At epoch 9, which vehicle is the most reliable option?"
Q0191_p1,242,2,2,MICRO,1,,"Can you explain this dispatch decision: At epoch 9, which vehicle is the most reliable option?"
Q0191_p2,243,2,2,MICRO,1,,"In operational terms, at epoch 9, which vehicle is the most reliable option?"
