id	type_k	base_id	paraphrase_id	scenario	is_adversarial	adversarial_subtype
Q0686_p1	1	Q0686	1	CT	0	
Q0686_p2	1	Q0686	2	CT	0	
Q0686_p3	1	Q0686	3	CT	0	
Q0686_p4	1	Q0686	4	CT	0	
Q0701	1	Q0701	0	CT	0	
Q0701_p1	1	Q0701	1	CT	0	
Q0701_p2	1	Q0701	2	CT	0	
Q0701_p3	1	Q0701	3	CT	0	
Q0701_p4	1	Q0701	4	CT	0	
Q0811	1	Q0811	0	CT	0	
Q0811_p1	1	Q0811	1	CT	0	
Q0811_p2	1	Q0811	2	CT	0	
Q0811_p3	1	Q0811	3	CT	0	
Q0811_p4	1	Q0811	4	CT	0	
Q0931	1	Q0931	0	CT	0	
Q0931_p1	1	Q0931	1	CT	0	
Q0931_p2	1	Q0931	2	CT	0	
Q0931_p3	1	Q0931	3	CT	0	
Q0931_p4	1	Q0931	4	CT	0	
Q0941	1	Q0941	0	CT	0	
Q0941_p1	1	Q0941	1	CT	0	
Q0941_p2	1	Q0941	2	CT	0	
Q0941_p3	1	Q0941	3	CT	0	
Q0941_p4	1	Q0941	4	CT	0	
Q0956	1	Q0956	0	CT	0	
Q0956_p1	1	Q0956	1	CT	0	
Q0956_p2	1	Q0956	2	CT	0	
Q0956_p3	1	Q0956	3	CT	0	
Q0956_p4	1	Q0956	4	CT	0	
Q0961	1	Q0961	0	CT	0	
Q0961_p1	1	Q0961	1	CT	0	
Q0961_p2	1	Q0961	2	CT	0	
Q0961_p3	1	Q0961	3	CT	0	
Q0961_p4	1	Q0961	4	CT	0	
Q1401	1	Q1401	0	CT	0	
Q1401_p1	1	Q1401	1	CT	0	
Q1401_p2	1	Q1401	2	CT	0	
Q1401_p3	1	Q1401	3	CT	0	
Q1401_p4	1	Q1401	4	CT	0	
Q0101	1	Q0101	0	EV	0	
Q0101_p1	1	Q0101	1	EV	0	
Q0101_p2	1	Q0101	2	EV	0	
Q0101_p3	1	Q0101	3	EV	0	
Q0101_p4	1	Q0101	4	EV	0	
Q0111	1	Q0111	0	EV	0	
Q0111_p1	1	Q0111	1	EV	0	
Q0111_p2	1	Q0111	2	EV	0	
Q0111_p3	1	Q0111	3	EV	0	
Q0111_p4	1	Q0111	4	EV	0	
Q0766	1	Q0766	0	EV	0	
Q0766_p1	1	Q0766	1	EV	0	
Q0766_p2	1	Q0766	2	EV	0	
Q0766_p3	1	Q0766	3	EV	0	
Q0766_p4	1	Q0766	4	EV	0	
Q0786	1	Q0786	0	EV	0	
Q0786_p1	1	Q0786	1	EV	0	
Q0786_p2	1	Q0786	2	EV	0	
Q0786_p3	1	Q0786	3	EV	0	
Q0786_p4	1	Q0786	4	EV	0	
Q0896	1	Q0896	0	EV	0	
Q0896_p1	1	Q0896	1	EV	0	
Q0896_p2	1	Q0896	2	EV	0	
Q0896_p3	1	Q0896	3	EV	0	
Q0896_p4	1	Q0896	4	EV	0	
Q0911	1	Q0911	0	EV	0	
Q0911_p1	1	Q0911	1	EV	0	
Q0911_p2	1	Q0911	2	EV	0	
Q0911_p3	1	Q0911	3	EV	0	
Q0911_p4	1	Q0911	4	EV	0	
Q0916	1	Q0916	0	EV	0	
Q0916_p1	1	Q0916	1	EV	0	
Q0916_p2	1	Q0916	2	EV	0	
Q0916_p3	1	Q0916	3	EV	0	
Q0916_p4	1	Q0916	4	EV	0	
Q0921	1	Q0921	0	EV	0	
Q0921_p1	1	Q0921	1	EV	0	
Q0921_p2	1	Q0921	2	EV	0	
Q0921_p3	1	Q0921	3	EV	0	
Q0921_p4	1	Q0921	4	EV	0	
Q0926	1	Q0926	0	EV	0	
Q0926_p1	1	Q0926	1	EV	0	
Q0926_p2	1	Q0926	2	EV	0	
Q0926_p3	1	Q0926	3	EV	0	
Q0926_p4	1	Q0926	4	EV	0	
Q1041	1	Q1041	0	EV	0	
Q1041_p1	1	Q1041	1	EV	0	
Q1041_p2	1	Q1041	2	EV	0	
Q1041_p3	1	Q1041	3	EV	0	
Q1041_p4	1	Q1041	4	EV	0	
Q0201	2	Q0201	0	AC	0	
Q0201_p1	2	Q0201	1	AC	0	
Q0201_p2	2	Q0201	2	AC	0	
Q0201_p3	2	Q0201	3	AC	0	
Q0201_p4	2	Q0201	4	AC	0	
Q0206	2	Q0206	0	AC	0	
Q0206_p1	2	Q0206	1	AC	0	
Q0206_p2	2	Q0206	2	AC	0	
Q0206_p3	2	Q0206	3	AC	0	
Q0206_p4	2	Q0206	4	AC	0	
Q0211	2	Q0211	0	AC	0	
Q0211_p1	2	Q0211	1	AC	0	
Q0211_p2	2	Q0211	2	AC	0	
Q0211_p3	2	Q0211	3	AC	0	
Q0211_p4	2	Q0211	4	AC	0	
Q0216	2	Q0216	0	AC	0	
Q0216_p1	2	Q0216	1	AC	0	
Q0216_p2	2	Q0216	2	AC	0	
Q0216_p3	2	Q0216	3	AC	0	
Q0216_p4	2	Q0216	4	AC	0	
Q0221	2	Q0221	0	AC	0	
Q0221_p1	2	Q0221	1	AC	0	
Q0221_p2	2	Q0221	2	AC	0	
Q0221_p3	2	Q0221	3	AC	0	
Q0221_p4	2	Q0221	4	AC	0	
Q0226	2	Q0226	0	AC	0	
Q0226_p1	2	Q0226	1	AC	0	
Q0226_p2	2	Q0226	2	AC	0	
Q0226_p3	2	Q0226	3	AC	0	
Q0226_p4	2	Q0226	4	AC	0	
Q0231	2	Q0231	0	AC	0	
Q0231_p1	2	Q0231	1	AC	0	
Q0231_p2	2	Q0231	2	AC	0	
Q0231_p3	2	Q0231	3	AC	0	
Q0231_p4	2	Q0231	4	AC	0	
Q0236	2	Q0236	0	AC	0	
Q0236_p1	2	Q0236	1	AC	0	
Q0236_p2	2	Q0236	2	AC	0	
Q0236_p3	2	Q0236	3	AC	0	
Q0236_p4	2	Q0236	4	AC	0	
Q0241	2	Q0241	0	AC	0	
Q0241_p1	2	Q0241	1	AC	0	
Q0241_p2	2	Q0241	2	AC	0	
Q0241_p3	2	Q0241	3	AC	0	
Q0241_p4	2	Q0241	4	AC	0	
Q0246	2	Q0246	0	AC	0	
Q0246_p1	2	Q0246	1	AC	0	
Q0246_p2	2	Q0246	2	AC	0	
Q0246_p3	2	Q0246	3	AC	0	
Q0246_p4	2	Q0246	4	AC	0	
Q0151	2	Q0151	0	CT	0	
Q0151_p1	2	Q0151	1	CT	0	
Q0151_p2	2	Q0151	2	CT	0	
Q0151_p3	2	Q0151	3	CT	0	
Q0151_p4	2	Q0151	4	CT	0	
Q0156	2	Q0156	0	CT	0	
Q0156_p1	2	Q0156	1	CT	0	
Q0156_p2	2	Q0156	2	CT	0	
Q0156_p3	2	Q0156	3	CT	0	
Q0156_p4	2	Q0156	4	CT	0	
Q0161	2	Q0161	0	CT	0	
Q0161_p1	2	Q0161	1	CT	0	
Q0161_p2	2	Q0161	2	CT	0	
Q0161_p3	2	Q0161	3	CT	0	
Q0161_p4	2	Q0161	4	CT	0	
Q0166	2	Q0166	0	CT	0	
Q0166_p1	2	Q0166	1	CT	0	
Q0166_p2	2	Q0166	2	CT	0	
Q0166_p3	2	Q0166	3	CT	0	
Q0166_p4	2	Q0166	4	CT	0	
Q0171	2	Q0171	0	CT	0	
Q0171_p1	2	Q0171	1	CT	0	
Q0171_p2	2	Q0171	2	CT	0	
Q0171_p3	2	Q0171	3	CT	0	
Q0171_p4	2	Q0171	4	CT	0	
Q0176	2	Q0176	0	CT	0	
Q0176_p1	2	Q0176	1	CT	0	
Q0176_p2	2	Q0176	2	CT	0	
Q0176_p3	2	Q0176	3	CT	0	
Q0176_p4	2	Q0176	4	CT	0	
Q0181	2	Q0181	0	CT	0	
Q0181_p1	2	Q0181	1	CT	0	
Q0181_p2	2	Q0181	2	CT	0	
Q0181_p3	2	Q0181	3	CT	0	
Q0181_p4	2	Q0181	4	CT	0	
Q0186	2	Q0186	0	CT	0	
Q0186_p1	2	Q0186	1	CT	0	
Q0186_p2	2	Q0186	2	CT	0	
Q0186_p3	2	Q0186	3	CT	0	
Q0186_p4	2	Q0186	4	CT	0	
Q0191	2	Q0191	0	CT	0	
Q0191_p1	2	Q0191	1	CT	0	
Q0191_p2	2	Q0191	2	CT	0	
Q0191_p3	2	Q0191	3	CT	0	
Q0191_p4	2	Q0191	4	CT	0	
Q0196	2	Q0196	0	CT	0	
Q0196_p1	2	Q0196	1	CT	0	
Q0196_p2	2	Q0196	2	CT	0	
Q0196_p3	2	Q0196	3	CT	0	
Q0196_p4	2	Q0196	4	CT	0	
Q0251	2	Q0251	0	EV	0	
Q0251_p1	2	Q0251	1	EV	0	
Q0251_p2	2	Q0251	2	EV	0	
Q0251_p3	2	Q0251	3	EV	0	
Q0251_p4	2	Q0251	4	EV	0	
Q0256	2	Q0256	0	EV	0	
Q0256_p1	2	Q0256	1	EV	0	
Q0256_p2	2	Q0256	2	EV	0	
Q0256_p3	2	Q0256	3	EV	0	
Q0256_p4	2	Q0256	4	EV	0	
Q0261	2	Q0261	0	EV	0	
Q0261_p1	2	Q0261	1	EV	0	
Q0261_p2	2	Q0261	2	EV	0	
Q0261_p3	2	Q0261	3	EV	0	
Q0261_p4	2	Q0261	4	EV	0	
Q0266	2	Q0266	0	EV	0	
Q0266_p1	2	Q0266	1	EV	0	
Q0266_p2	2	Q0266	2	EV	0	
Q0266_p3	2	Q0266	3	EV	0	
Q0266_p4	2	Q0266	4	EV	0	
Q0271	2	Q0271	0	EV	0	
Q0271_p1	2	Q0271	1	EV	0	
Q0271_p2	2	Q0271	2	EV	0	
Q0271_p3	2	Q0271	3	EV	0	
Q0271_p4	2	Q0271	4	EV	0	
Q0276	2	Q0276	0	EV	0	
Q0276_p1	2	Q0276	1	EV	0	
Q0276_p2	2	Q0276	2	EV	0	
Q0276_p3	2	Q0276	3	EV	0	
Q0276_p4	2	Q0276	4	EV	0	
Q0281	2	Q0281	0	EV	0	
Q0281_p1	2	Q0281	1	EV	0	
Q0281_p2	2	Q0281	2	EV	0	
Q0281_p3	2	Q0281	3	EV	0	
Q0281_p4	2	Q0281	4	EV	0	
Q0286	2	Q0286	0	EV	0	
Q0286_p1	2	Q0286	1	EV	0	
Q0286_p2	2	Q0286	2	EV	0	
Q0286_p3	2	Q0286	3	EV	0	
Q0286_p4	2	Q0286	4	EV	0	
Q0291	2	Q0291	0	EV	0	
Q0291_p1	2	Q0291	1	EV	0	
Q0291_p2	2	Q0291	2	EV	0	
Q0291_p3	2	Q0291	3	EV	0	
Q0291_p4	2	Q0291	4	EV	0	
Q0296	2	Q0296	0	EV	0	
Q0296_p1	2	Q0296	1	EV	0	
Q0296_p2	2	Q0296	2	EV	0	
Q0296_p3	2	Q0296	3	EV	0	
Q0296_p4	2	Q0296	4	EV	0	
Q0341	3	Q0341	0	AC	0	
Q0341_p1	3	Q0341	1	AC	0	
Q0341_p2	3	Q0341	2	AC	0	
Q0341_p3	3	Q0341	3	AC	0	
Q0341_p4	3	Q0341	4	AC	0	
Q0346	3	Q0346	0	AC	0	
Q0346_p1	3	Q0346	1	AC	0	
Q0346_p2	3	Q0346	2	AC	0	
Q0346_p3	3	Q0346	3	AC	0	
Q0346_p4	3	Q0346	4	AC	0	
Q0351	3	Q0351	0	AC	0	
Q0351_p1	3	Q0351	1	AC	0	
Q0351_p2	3	Q0351	2	AC	0	
Q0351_p3	3	Q0351	3	AC	0	
Q0351_p4	3	Q0351	4	AC	0	
Q0356	3	Q0356	0	AC	0	
Q0356_p1	3	Q0356	1	AC	0	
Q0356_p2	3	Q0356	2	AC	0	
Q0356_p3	3	Q0356	3	AC	0	
Q0356_p4	3	Q0356	4	AC	0	
Q0361	3	Q0361	0	AC	0	
Q0361_p1	3	Q0361	1	AC	0	
Q0361_p2	3	Q0361	2	AC	0	
Q0361_p3	3	Q0361	3	AC	0	
Q0361_p4	3	Q0361	4	AC	0	
Q0366	3	Q0366	0	AC	0	
Q0366_p1	3	Q0366	1	AC	0	
Q0366_p2	3	Q0366	2	AC	0	
Q0366_p3	3	Q0366	3	AC	0	
Q0366_p4	3	Q0366	4	AC	0	
Q0371	3	Q0371	0	AC	0	
Q0371_p1	3	Q0371	1	AC	0	
Q0371_p2	3	Q0371	2	AC	0	
Q0371_p3	3	Q0371	3	AC	0	
Q0371_p4	3	Q0371	4	AC	0	
Q0376	3	Q0376	0	AC	0	
Q0376_p1	3	Q0376	1	AC	0	
Q0376_p2	3	Q0376	2	AC	0	
Q0376_p3	3	Q0376	3	AC	0	
Q0376_p4	3	Q0376	4	AC	0	
Q1411	3	Q1411	0	AC	0	
Q1411_p1	3	Q1411	1	AC	0	
Q1411_p2	3	Q1411	2	AC	0	
Q1411_p3	3	Q1411	3	AC	0	
Q1411_p4	3	Q1411	4	AC	0	
Q1501	3	Q1501	0	AC	0	
Q1501_p1	3	Q1501	1	AC	0	
Q1501_p2	3	Q1501	2	AC	0	
Q1501_p3	3	Q1501	3	AC	0	
Q1501_p4	3	Q1501	4	AC	0	
Q0301	3	Q0301	0	CT	0	
Q0301_p1	3	Q0301	1	CT	0	
Q0301_p2	3	Q0301	2	CT	0	
Q0301_p3	3	Q0301	3	CT	0	
Q0301_p4	3	Q0301	4	CT	0	
Q0306	3	Q0306	0	CT	0	
Q0306_p1	3	Q0306	1	CT	0	
Q0306_p2	3	Q0306	2	CT	0	
Q0306_p3	3	Q0306	3	CT	0	
Q0306_p4	3	Q0306	4	CT	0	
Q0311	3	Q0311	0	CT	0	
Q0311_p1	3	Q0311	1	CT	0	
Q0311_p2	3	Q0311	2	CT	0	
Q0311_p3	3	Q0311	3	CT	0	
Q0311_p4	3	Q0311	4	CT	0	
Q0316	3	Q0316	0	CT	0	
Q0316_p1	3	Q0316	1	CT	0	
Q0316_p2	3	Q0316	2	CT	0	
Q0316_p3	3	Q0316	3	CT	0	
Q0316_p4	3	Q0316	4	CT	0	
Q0321	3	Q0321	0	CT	0	
Q0321_p1	3	Q0321	1	CT	0	
Q0321_p2	3	Q0321	2	CT	0	
Q0321_p3	3	Q0321	3	CT	0	
Q0321_p4	3	Q0321	4	CT	0	
Q0326	3	Q0326	0	CT	0	
Q0326_p1	3	Q0326	1	CT	0	
Q0326_p2	3	Q0326	2	CT	0	
Q0326_p3	3	Q0326	3	CT	0	
Q0326_p4	3	Q0326	4	CT	0	
Q0331	3	Q0331	0	CT	0	
Q0331_p1	3	Q0331	1	CT	0	
Q0331_p2	3	Q0331	2	CT	0	
Q0331_p3	3	Q0331	3	CT	0	
Q0331_p4	3	Q0331	4	CT	0	
Q0336	3	Q0336	0	CT	0	
Q0336_p1	3	Q0336	1	CT	0	
Q0336_p2	3	Q0336	2	CT	0	
Q0336_p3	3	Q0336	3	CT	0	
Q0336_p4	3	Q0336	4	CT	0	
Q1506	3	Q1506	0	CT	0	
Q1506_p1	3	Q1506	1	CT	0	
Q1506_p2	3	Q1506	2	CT	0	
Q1506_p3	3	Q1506	3	CT	0	
Q1506_p4	3	Q1506	4	CT	0	
Q1511	3	Q1511	0	CT	0	
Q1511_p1	3	Q1511	1	CT	0	
Q1511_p2	3	Q1511	2	CT	0	
Q1511_p3	3	Q1511	3	CT	0	
Q1511_p4	3	Q1511	4	CT	0	
Q0381	3	Q0381	0	EV	0	
Q0381_p1	3	Q0381	1	EV	0	
Q0381_p2	3	Q0381	2	EV	0	
Q0381_p3	3	Q0381	3	EV	0	
Q0381_p4	3	Q0381	4	EV	0	
Q0386	3	Q0386	0	EV	0	
Q0386_p1	3	Q0386	1	EV	0	
Q0386_p2	3	Q0386	2	EV	0	
Q0386_p3	3	Q0386	3	EV	0	
Q0386_p4	3	Q0386	4	EV	0	
Q0391	3	Q0391	0	EV	0	
Q0391_p1	3	Q0391	1	EV	0	
Q0391_p2	3	Q0391	2	EV	0	
Q0391_p3	3	Q0391	3	EV	0	
Q0391_p4	3	Q0391	4	EV	0	
Q0396	3	Q0396	0	EV	0	
Q0396_p1	3	Q0396	1	EV	0	
Q0396_p2	3	Q0396	2	EV	0	
Q0396_p3	3	Q0396	3	EV	0	
Q0396_p4	3	Q0396	4	EV	0	
Q0401	3	Q0401	0	EV	0	
Q0401_p1	3	Q0401	1	EV	0	
Q0401_p2	3	Q0401	2	EV	0	
Q0401_p3	3	Q0401	3	EV	0	
Q0401_p4	3	Q0401	4	EV	0	
Q0406	3	Q0406	0	EV	0	
Q0406_p1	3	Q0406	1	EV	0	
Q0406_p2	3	Q0406	2	EV	0	
Q0406_p3	3	Q0406	3	EV	0	
Q0406_p4	3	Q0406	4	EV	0	
Q0411	3	Q0411	0	EV	0	
Q0411_p1	3	Q0411	1	EV	0	
Q0411_p2	3	Q0411	2	EV	0	
Q0411_p3	3	Q0411	3	EV	0	
Q0411_p4	3	Q0411	4	EV	0	
Q0416	3	Q0416	0	EV	0	
Q0416_p1	3	Q0416	1	EV	0	
Q0416_p2	3	Q0416	2	EV	0	
Q0416_p3	3	Q0416	3	EV	0	
Q0416_p4	3	Q0416	4	EV	0	
Q1516	3	Q1516	0	EV	0	
Q1516_p1	3	Q1516	1	EV	0	
Q1516_p2	3	Q1516	2	EV	0	
Q1516_p3	3	Q1516	3	EV	0	
Q1516_p4	3	Q1516	4	EV	0	
Q1521	3	Q1521	0	EV	0	
Q1521_p1	3	Q1521	1	EV	0	
Q1521_p2	3	Q1521	2	EV	0	
Q1521_p3	3	Q1521	3	EV	0	
Q1521_p4	3	Q1521	4	EV	0	
Q0461	4	Q0461	0	AC	0	
Q0461_p1	4	Q0461	1	AC	0	
Q0461_p2	4	Q0461	2	AC	0	
Q0461_p3	4	Q0461	3	AC	0	
Q0461_p4	4	Q0461	4	AC	0	
Q0466	4	Q0466	0	AC	0	
Q0466_p1	4	Q0466	1	AC	0	
Q0466_p2	4	Q0466	2	AC	0	
Q0466_p3	4	Q0466	3	AC	0	
Q0466_p4	4	Q0466	4	AC	0	
Q0471	4	Q0471	0	AC	0	
Q0471_p1	4	Q0471	1	AC	0	
Q0471_p2	4	Q0471	2	AC	0	
Q0471_p3	4	Q0471	3	AC	0	
Q0471_p4	4	Q0471	4	AC	0	
Q0476	4	Q0476	0	AC	0	
Q0476_p1	4	Q0476	1	AC	0	
Q0476_p2	4	Q0476	2	AC	0	
Q0476_p3	4	Q0476	3	AC	0	
Q0476_p4	4	Q0476	4	AC	0	
Q0481	4	Q0481	0	AC	0	
Q0481_p1	4	Q0481	1	AC	0	
Q0481_p2	4	Q0481	2	AC	0	
Q0481_p3	4	Q0481	3	AC	0	
Q0481_p4	4	Q0481	4	AC	0	
Q0486	4	Q0486	0	AC	0	
Q0486_p1	4	Q0486	1	AC	0	
Q0486_p2	4	Q0486	2	AC	0	
Q0486_p3	4	Q0486	3	AC	0	
Q0486_p4	4	Q0486	4	AC	0	
Q0491	4	Q0491	0	AC	0	
Q0491_p1	4	Q0491	1	AC	0	
Q0491_p2	4	Q0491	2	AC	0	
Q0491_p3	4	Q0491	3	AC	0	
Q0491_p4	4	Q0491	4	AC	0	
Q0496	4	Q0496	0	AC	0	
Q0496_p1	4	Q0496	1	AC	0	
Q0496_p2	4	Q0496	2	AC	0	
Q0496_p3	4	Q0496	3	AC	0	
Q0496_p4	4	Q0496	4	AC	0	
Q1386	4	Q1386	0	AC	0	
Q1386_p1	4	Q1386	1	AC	0	
Q1386_p2	4	Q1386	2	AC	0	
Q1386_p3	4	Q1386	3	AC	0	
Q1386_p4	4	Q1386	4	AC	0	
Q1526	4	Q1526	0	AC	0	
Q1526_p1	4	Q1526	1	AC	0	
Q1526_p2	4	Q1526	2	AC	0	
Q1526_p3	4	Q1526	3	AC	0	
Q1526_p4	4	Q1526	4	AC	0	
Q0421	4	Q0421	0	CT	0	
Q0421_p1	4	Q0421	1	CT	0	
Q0421_p2	4	Q0421	2	CT	0	
Q0421_p3	4	Q0421	3	CT	0	
Q0421_p4	4	Q0421	4	CT	0	
Q0426	4	Q0426	0	CT	0	
Q0426_p1	4	Q0426	1	CT	0	
Q0426_p2	4	Q0426	2	CT	0	
Q0426_p3	4	Q0426	3	CT	0	
Q0426_p4	4	Q0426	4	CT	0	
Q0431	4	Q0431	0	CT	0	
Q0431_p1	4	Q0431	1	CT	0	
Q0431_p2	4	Q0431	2	CT	0	
Q0431_p3	4	Q0431	3	CT	0	
Q0431_p4	4	Q0431	4	CT	0	
Q0436	4	Q0436	0	CT	0	
Q0436_p1	4	Q0436	1	CT	0	
Q0436_p2	4	Q0436	2	CT	0	
Q0436_p3	4	Q0436	3	CT	0	
Q0436_p4	4	Q0436	4	CT	0	
Q0441	4	Q0441	0	CT	0	
Q0441_p1	4	Q0441	1	CT	0	
Q0441_p2	4	Q0441	2	CT	0	
Q0441_p3	4	Q0441	3	CT	0	
Q0441_p4	4	Q0441	4	CT	0	
Q0446	4	Q0446	0	CT	0	
Q0446_p1	4	Q0446	1	CT	0	
Q0446_p2	4	Q0446	2	CT	0	
Q0446_p3	4	Q0446	3	CT	0	
Q0446_p4	4	Q0446	4	CT	0	
Q0451	4	Q0451	0	CT	0	
Q0451_p1	4	Q0451	1	CT	0	
Q0451_p2	4	Q0451	2	CT	0	
Q0451_p3	4	Q0451	3	CT	0	
Q0451_p4	4	Q0451	4	CT	0	
Q0456	4	Q0456	0	CT	0	
Q0456_p1	4	Q0456	1	CT	0	
Q0456_p2	4	Q0456	2	CT	0	
Q0456_p3	4	Q0456	3	CT	0	
Q0456_p4	4	Q0456	4	CT	0	
Q1531	4	Q1531	0	CT	0	
Q1531_p1	4	Q1531	1	CT	0	
Q1531_p2	4	Q1531	2	CT	0	
Q1531_p3	4	Q1531	3	CT	0	
Q1531_p4	4	Q1531	4	CT	0	
Q1536	4	Q1536	0	CT	0	
Q1536_p1	4	Q1536	1	CT	0	
Q1536_p2	4	Q1536	2	CT	0	
Q1536_p3	4	Q1536	3	CT	0	
Q1536_p4	4	Q1536	4	CT	0	
Q0501	4	Q0501	0	EV	0	
Q0501_p1	4	Q0501	1	EV	0	
Q0501_p2	4	Q0501	2	EV	0	
Q0501_p3	4	Q0501	3	EV	0	
Q0501_p4	4	Q0501	4	EV	0	
Q0506	4	Q0506	0	EV	0	
Q0506_p1	4	Q0506	1	EV	0	
Q0506_p2	4	Q0506	2	EV	0	
Q0506_p3	4	Q0506	3	EV	0	
Q0506_p4	4	Q0506	4	EV	0	
Q0511	4	Q0511	0	EV	0	
Q0511_p1	4	Q0511	1	EV	0	
Q0511_p2	4	Q0511	2	EV	0	
Q0511_p3	4	Q0511	3	EV	0	
Q0511_p4	4	Q0511	4	EV	0	
Q0516	4	Q0516	0	EV	0	
Q0516_p1	4	Q0516	1	EV	0	
Q0516_p2	4	Q0516	2	EV	0	
Q0516_p3	4	Q0516	3	EV	0	
Q0516_p4	4	Q0516	4	EV	0	
Q0521	4	Q0521	0	EV	0	
Q0521_p1	4	Q0521	1	EV	0	
Q0521_p2	4	Q0521	2	EV	0	
Q0521_p3	4	Q0521	3	EV	0	
Q0521_p4	4	Q0521	4	EV	0	
Q0526	4	Q0526	0	EV	0	
Q0526_p1	4	Q0526	1	EV	0	
Q0526_p2	4	Q0526	2	EV	0	
Q0526_p3	4	Q0526	3	EV	0	
Q0526_p4	4	Q0526	4	EV	0	
Q0531	4	Q0531	0	EV	0	
Q0531_p1	4	Q0531	1	EV	0	
Q0531_p2	4	Q0531	2	EV	0	
Q0531_p3	4	Q0531	3	EV	0	
Q0531_p4	4	Q0531	4	EV	0	
Q0536	4	Q0536	0	EV	0	
Q0536_p1	4	Q0536	1	EV	0	
Q0536_p2	4	Q0536	2	EV	0	
Q0536_p3	4	Q0536	3	EV	0	
Q0536_p4	4	Q0536	4	EV	0	
Q1541	4	Q1541	0	EV	0	
Q1541_p1	4	Q1541	1	EV	0	
Q1541_p2	4	Q1541	2	EV	0	
Q1541_p3	4	Q1541	3	EV	0	
Q1541_p4	4	Q1541	4	EV	0	
Q1546	4	Q1546	0	EV	0	
Q1546_p1	4	Q1546	1	EV	0	
Q1546_p2	4	Q1546	2	EV	0	
Q1546_p3	4	Q1546	3	EV	0	
Q1546_p4	4	Q1546	4	EV	0	
Q0581	5	Q0581	0	AC	0	
Q0581_p1	5	Q0581	1	AC	0	
Q0581_p2	5	Q0581	2	AC	0	
Q0581_p3	5	Q0581	3	AC	0	
Q0581_p4	5	Q0581	4	AC	0	
Q0586	5	Q0586	0	AC	0	
Q0586_p1	5	Q0586	1	AC	0	
Q0586_p2	5	Q0586	2	AC	0	
Q0586_p3	5	Q0586	3	AC	0	
Q0586_p4	5	Q0586	4	AC	0	
Q0591	5	Q0591	0	AC	0	
Q0591_p1	5	Q0591	1	AC	0	
Q0591_p2	5	Q0591	2	AC	0	
Q0591_p3	5	Q0591	3	AC	0	
Q0591_p4	5	Q0591	4	AC	0	
Q0596	5	Q0596	0	AC	0	
Q0596_p1	5	Q0596	1	AC	0	
Q0596_p2	5	Q0596	2	AC	0	
Q0596_p3	5	Q0596	3	AC	0	
Q0596_p4	5	Q0596	4	AC	0	
Q0601	5	Q0601	0	AC	0	
